iter,acc,nmi,ari,f1_macro,f1_micro,precision_macro,precision_micro,acc_unconf,nmi_unconf,acc_conf,nmi_conf,nb_unconf,nb_conf,loss_recons,loss_clus,loss,nb_l,nb_f_l,nb_t_l,nb_added_link_unconf_unconf,nb_false_added_link_unconf_unconf,nb_true_added_link_unconf_unconf,nb_deleted_link_unconf_unconf,nb_false_deleted_link_unconf_unconf,nb_true_deleted_link_unconf_unconf
52,0.5137844611528822,0.2910145235837453,0.21814273069785123,0.482004243299961,0.5137844611528822,0.5178749775501155,0.5137844611528822,0.5204359673024523,0.30719850645296287,0.4375,0.2369287828148982,367,32,2.605556,50.85411,53.459667,0,0,0,0,0,0,0,0,0
53,0.5363408521303258,0.27891831801132144,0.23019232091198294,0.5115466006117181,0.5363408521303258,0.5418677014542206,0.5363408521303258,0.547683923705722,0.3031190134663907,0.4375,0.1750690000440694,367,32,2.5787692,51.459476,54.038246,0,0,0,0,0,0,0,0,0
54,0.5263157894736842,0.2886022790213793,0.2256884920043782,0.5074502244079451,0.5263157894736842,0.5424398680977628,0.5263157894736842,0.5367847411444142,0.3098892791412764,0.46875,0.30863058848951463,367,32,2.632281,50.267883,52.900166,0,0,0,0,0,0,0,0,0
55,0.5488721804511278,0.33092505627571467,0.28192939002909717,0.5121779890188274,0.5488721804511278,0.5214499807512512,0.5488721804511278,0.5504087193460491,0.34313263912724,0.53125,0.3255425174658235,367,32,2.6021261,52.251884,54.85401,0,0,0,0,0,0,0,0,0
56,0.506265664160401,0.2758693778197034,0.21281008833240742,0.4948547395850349,0.506265664160401,0.546948768532608,0.506265664160401,0.5159574468085106,0.28252687376759383,0.4782608695652174,0.3565989255465551,376,23,2.6178913,51.668247,54.28614,0,0,0,0,0,0,0,0,0
57,0.5488721804511278,0.30196324393956886,0.22949238558078688,0.5317736135201513,0.5488721804511278,0.5810447268874166,0.5488721804511278,0.5611702127659575,0.31370324518163123,0.43478260869565216,0.3408604583344973,376,23,2.6121411,51.190468,53.80261,0,0,0,0,0,0,0,0,0
58,0.5388471177944862,0.31656495137143603,0.2503096521518128,0.5100969925318465,0.5388471177944862,0.5375224612665809,0.5388471177944862,0.5372340425531915,0.3161939393344683,0.5652173913043478,0.40751753568497195,376,23,2.6092913,51.044098,53.65339,0,0,0,0,0,0,0,0,0
59,0.5388471177944862,0.29181231031910854,0.22075525733266155,0.5252453261295243,0.5388471177944862,0.5562218077723803,0.5388471177944862,0.5531914893617021,0.3043405443275348,0.4782608695652174,0.28951292946788876,376,23,2.6014478,51.089256,53.690704,0,0,0,0,0,0,0,0,0
60,0.5162907268170426,0.28110689335762445,0.21890867172519873,0.5010046312460181,0.5162907268170426,0.532215872121657,0.5162907268170426,0.5186170212765957,0.2882783399383168,0.4782608695652174,0.24680586351812847,376,23,2.6009793,50.63822,53.2392,0,0,0,0,0,0,0,0,0
61,0.5263157894736842,0.27566919672888696,0.23617747865267646,0.49463248025254786,0.5263157894736842,0.5215648307515778,0.5263157894736842,0.5292553191489362,0.277185402510228,0.4782608695652174,0.35868059672056934,376,23,2.6390958,52.03558,54.674675,0,0,0,0,0,0,0,0,0
62,0.5588972431077694,0.31507155457887853,0.26456976313611585,0.5294102411670769,0.5588972431077694,0.5564258294040573,0.5588972431077694,0.5611702127659575,0.3187249208160993,0.5217391304347826,0.316323125510463,376,23,2.62738,51.380383,54.007763,0,0,0,0,0,0,0,0,0
63,0.5288220551378446,0.2909187359558839,0.23171527257218993,0.5039247106348538,0.5288220551378446,0.5322041176917338,0.5288220551378446,0.5212765957446809,0.288734894652282,0.6521739130434783,0.49970031603112397,376,23,2.5978549,50.922188,53.520042,0,0,0,0,0,0,0,0,0
64,0.5388471177944862,0.2827457929645946,0.22222998305658617,0.5171706319132325,0.5388471177944862,0.5544140768825069,0.5388471177944862,0.550531914893617,0.2978099355762444,0.5652173913043478,0.33457440756956136,376,23,2.5754764,51.50865,54.08413,0,0,0,0,0,0,0,0,0
65,0.49874686716791977,0.2853768279899819,0.2141162005717276,0.46653878564493834,0.49874686716791977,0.491895282038614,0.49874686716791977,0.5053191489361702,0.2907771243996594,0.4782608695652174,0.3104025252256388,376,23,2.6122556,50.587605,53.19986,0,0,0,0,0,0,0,0,0
66,0.5112781954887218,0.29508110594583387,0.23008693581733136,0.48504728788646295,0.5112781954887218,0.5015354321517811,0.5112781954887218,0.523936170212766,0.3031561367789719,0.43478260869565216,0.3077178933693788,376,23,2.5809526,51.712402,54.293354,0,0,0,0,0,0,0,0,0
67,0.568922305764411,0.32300966934230235,0.2627130254472686,0.5505759429813215,0.568922305764411,0.582943145412453,0.568922305764411,0.5797872340425532,0.33240050677150734,0.43478260869565216,0.2511578174936182,376,23,2.5947464,51.20395,53.798695,0,0,0,0,0,0,0,0,0
68,0.49373433583959897,0.2848419421901983,0.22728950034744796,0.4603119032713088,0.49373433583959897,0.4677785100339726,0.49373433583959897,0.4973404255319149,0.29198299872536576,0.43478260869565216,0.20780562560423202,376,23,2.6146533,52.099247,54.7139,0,0,0,0,0,0,0,0,0
69,0.5288220551378446,0.28105539544059943,0.21965178850296888,0.5019459446962705,0.5288220551378446,0.5445242989546787,0.5288220551378446,0.5292553191489362,0.28563836779594753,0.5217391304347826,0.27537327814889045,376,23,2.6156864,51.080322,53.696007,0,0,0,0,0,0,0,0,0
70,0.5112781954887218,0.27838394536552513,0.2144119949888418,0.48279665055236065,0.5112781954887218,0.5144591211170568,0.5112781954887218,0.5186170212765957,0.28690637513960693,0.4782608695652174,0.2357687963923442,376,23,2.599447,50.994717,53.594162,0,0,0,0,0,0,0,0,0
71,0.49874686716791977,0.28724208148009994,0.21795757346640932,0.4658273915626857,0.49874686716791977,0.48580036850981595,0.49874686716791977,0.5026595744680851,0.288707672404068,0.4782608695652174,0.32975175526913547,376,23,2.6156929,51.07183,53.687523,0,0,0,0,0,0,0,0,0
72,0.5538847117794486,0.3088785483999276,0.2506269751299791,0.5243179321118466,0.5538847117794486,0.566191021030838,0.5538847117794486,0.5585106382978723,0.31963312575551484,0.5217391304347826,0.2897023650862955,376,23,2.6277313,50.18439,52.812122,0,0,0,0,0,0,0,0,0
73,0.5288220551378446,0.29091936582101013,0.242282937130338,0.5036331796010874,0.5288220551378446,0.5254137381497221,0.5288220551378446,0.5319148936170213,0.29760845514166917,0.5652173913043478,0.41206382633246735,376,23,2.5747478,51.676964,54.251713,0,0,0,0,0,0,0,0,0
74,0.49624060150375937,0.29351230652661864,0.22342336804029717,0.4567185068654863,0.49624060150375937,0.467074101090361,0.49624060150375937,0.5026595744680851,0.3010256620349941,0.43478260869565216,0.21662736523892354,376,23,2.5807252,51.59752,54.178246,0,0,0,0,0,0,0,0,0
75,0.5388471177944862,0.31599596616446834,0.24925819970127636,0.517201552770619,0.5388471177944862,0.5421465128978897,0.5388471177944862,0.5398936170212766,0.32320543346503305,0.6086956521739131,0.5210165093020421,376,23,2.630195,50.940193,53.57039,0,0,0,0,0,0,0,0,0
76,0.5338345864661654,0.30936048929340126,0.24651586154095886,0.5074068036554387,0.5338345864661654,0.5228898048333686,0.5338345864661654,0.5372340425531915,0.3121714298176484,0.4782608695652174,0.34523627109423516,376,23,2.570242,51.4022,53.972443,0,0,0,0,0,0,0,0,0
77,0.5363408521303258,0.2890270731412569,0.2358752816053291,0.5073808739569609,0.5363408521303258,0.5325311762970797,0.5363408521303258,0.5372340425531915,0.2920808487349402,0.5217391304347826,0.30771789336937866,376,23,2.5918179,50.442444,53.034264,0,0,0,0,0,0,0,0,0
78,0.5513784461152882,0.32952951867465,0.2607219611312655,0.5223776455026454,0.5513784461152882,0.564418409529571,0.5513784461152882,0.5585106382978723,0.34058765289626136,0.5217391304347826,0.33666959234522165,376,23,2.6299918,50.71805,53.34804,0,0,0,0,0,0,0,0,0
79,0.49122807017543857,0.28101640281157175,0.20574797999142558,0.4664850661711738,0.49122807017543857,0.49107957741077823,0.49122807017543857,0.4920212765957447,0.2867690252389516,0.4782608695652174,0.2666979659497369,376,23,2.592371,50.250908,52.843277,0,0,0,0,0,0,0,0,0
80,0.5263157894736842,0.3007441030448909,0.22936632764201503,0.500776430375487,0.5263157894736842,0.5316918625126017,0.5263157894736842,0.5319148936170213,0.305015244466455,0.43478260869565216,0.3266047211749636,376,23,2.5913982,51.305588,53.896988,0,0,0,0,0,0,0,0,0
81,0.5137844611528822,0.2894742719434014,0.2303788452336364,0.48867703076213365,0.5137844611528822,0.5113500057048445,0.5137844611528822,0.5186170212765957,0.29631322945809535,0.4782608695652174,0.2195521614545351,376,23,2.6426349,50.817543,53.46018,0,0,0,0,0,0,0,0,0
82,0.5413533834586466,0.32336336121333964,0.25588284263502886,0.517968954692143,0.5413533834586466,0.5466922020091356,0.5413533834586466,0.5478723404255319,0.3320168478720897,0.4782608695652174,0.28520268847581715,376,23,2.5734668,50.923607,53.497074,0,0,0,0,0,0,0,0,0
83,0.5087719298245614,0.2675445514260911,0.2000258390380244,0.49384332638522577,0.5087719298245614,0.524679289862199,0.5087719298245614,0.5159574468085106,0.2769388012211505,0.4782608695652174,0.2910366375034139,376,23,2.631897,51.350952,53.98285,0,0,0,0,0,0,0,0,0
84,0.543859649122807,0.2947516409935653,0.22784008353677582,0.5229282352676259,0.543859649122807,0.5670670586406963,0.543859649122807,0.550531914893617,0.3025504893687384,0.43478260869565216,0.2561338862400617,376,23,2.611145,50.65059,53.261734,0,0,0,0,0,0,0,0,0
